ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,al_ethnic,al_language,al_religion,atop_ally,atop_number,bci_bci,bi_total,bicc_gmi,biu_offrel,bs_h,bs_lma,bs_pp,bs_scnd,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cses_pc,cses_sd,cspf_sfi,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,epi_access,epi_acsat,epi_eh,epi_ehair,epi_eheh,epi_ehwater,epi_epi,epi_evbh,epi_evclimate,epi_evwater,epi_pm25,epi_wastecxn,epi_watsup,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,ihme_lifexp_allt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,ipi_tradeopen,ipu_l_sw,ipu_u_sw,lis_gini,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,pwt_hci,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empch,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_peacekeep,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_povgapnpl,wdi_povgaprur,wdi_povgapurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wel_cwi,who_halet,who_sanittot,whr_hap,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,Afghanistan,AFG,700,4,QoGBasCSJan19,4.5400982,0.769344568,0.614146173,0.271683902,1,1,63.170513,41,588.3499756,2,,,,,4,3,,3,9,5,2,3.016666651,2,4,4,3,4,3,2.892857075,3,3,3.5,3,2,2.5,3,1,1,3,2,2.5,2,0.01,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,,,0,,,0,0,1,,0,56.400002,0,,,0,30.363699,38.658775,47.586689,34.402172,0.77226007,70.54000092,52.02999878,52.65000153,69.12000275,49.54000092,39.29999924,39.52999878,20.25,,0,100,0,18.46999931,,,,,,,,,,9.899999619,107.9000015,8.399999619,8.699999809,9.600000381,9.5,10,9.100000381,7.5,4,6,2,6,2,3.0833333,2,6,2,3,,,62,3,,,,,,,,,,,,,,,,,,5,5,0.417,,,,,0,48.90000153,0,55,67.5,12.60000038,0,8,1,4,0,1,0,3,0,1,42,,,38.90000153,57.842533,,,,,,,,,,,,,27.70000076,27.5,,0.366666704,2,1928,,,,,,4.355736256,0.922444522,0,,1,-1,2.333333254,,,,,2.21,2.7,21474898,0,37.75,,,,,,,,,,,,,,,,,,,,11,,,0.493,14,0.852535605,0.339228064,0.196902394,0.522723734,0.247900218,2.537348032,0.177557543,0.374843299,,,,,9.444999695,-1.3419701,-1.3229887,-2.5712218,-1.5040452,71.5,64.19999695,92.5,3.166264057,88.76873016,,11.89382076,652860,,116000000,33.97999954,46.79999924,0.020947643,0.166747019,0.299445003,6.923999786,,3.46529007,2.673729897,86.05010986,,,,,,1.264000058,61.13199997,72.41000366,58.99700165,,6.723999977,5.65899992,6.925000191,32.14500046,21.93199921,34.07699966,,183,3.242019892,12.50899982,56.69549179,24.35630035,15.95378971,0.993454695,0.880258441,-0.006947922,4.802000046,4.699999809,34,2.067824602,,20.54696655,620.0565186,1809.016479,22.0304718,107.2253571,,53.93027115,8.475700378,,6.345905781,71000,335000,1174000,1.175546885,39.29999924,8.260000229,16.75191689,63.2879982,64.61299896,62.04600143,,,,,-299999,,47.37321091,15,33736496,44.53198242,52.9748764,2.493139982,51.67493057,75.1969986,24.8029995,,,,,257554,2666305,67.06999969,,,2.5,2,7.553268909,0.326056421,55.80373383,13.43200016,8.86400032,7.945000172,22.47900009,18.08699989,16.91600037,27.70000076,,53.20000076,39,3.982854605,,,,,,,,,,,,,,,,,,,,,,,,,
8,Albania,ALB,339,8,QoGBasCSJan19,,0.220425993,0.0399248,0.471851587,1,7,54.64883,137,373.1199951,0,,,,,8,5,8,8,3,7.5,8,6.949999809,6,6,6,7,7,4,6.464285851,10,6,7.25,7,6,5,7,5,5,4,7,5,6.5,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,1,0,0.35025817,3,41.400002,53.200001,1,0,1,,2,0.64542645,2,30.5,64.161972,67.185555,73.066559,64.328133,2.1416347,100,86.97000122,81.02999878,69.43000031,84.61000061,89.05000305,73.13999939,51.47999954,91.01000214,60.15999985,80.84999847,60.15999985,84.98000336,,,,,,,,,,6.400000095,61.20000076,7.599999905,5,4.199999809,3.299999952,4.400000095,5.900000095,3.799999952,9,3,8,13,6,8.083333,9,3,9,2,,,51,2,8.112451553,7.539999962,25,0.400000006,0.620000005,0.379999995,0.560000002,0.419999987,0.550000012,,0.360000014,0.360000014,0.270000011,0.430000007,0.569999993,0.469999999,0.519999981,3,,0.71100003,3.511840105,2,9,25,0,65.69999695,70,70,52.90000153,30,0,1,100,100,0,1,1,3,0,1,38,0.44444445,46.79999924,,77.439301,,,,,,,,,,,,9.617762566,20.70000076,,,0.455555588,3,10947,1011,,,,,0,0.047892928,0,56.080002,18,9,6.491776228,51.53061104,2.9307659,2.889676094,5.5999999,3.6849999,4.25,4971190.5,740679872,29.92000008,,,,,,,,,,,,,,,,,,,,36,,,0.77600002,33.9642868,0.731333733,0.287406951,0.375387371,0.83539784,0.463220716,2.300666809,0.323320776,0.529259264,,,,,1.103000045,-0.47902119,0.010404494,0.34612906,-0.32822645,100,100,100,0.637642682,44.01664352,17.92420578,22.44890594,27400,,7000000,11.87899971,19.5,8.307929039,11.88484383,1.978763342,7.217000008,79.86441803,5.931379795,7.615869999,100,0,0,100,0,0,2.400000095,41.36600113,47.79700089,36.70000076,,18.61300087,13.88399982,22.04500008,40.02099991,38.31999969,41.25500107,13.79797077,65,3.453639984,11.31770039,56.76692963,21.58165932,21.1559906,1.167601228,8.68784523,0.696128309,1.713999987,11.69999981,18.39999962,28.15693474,61.42180252,19.78021812,4524.644531,10970.45215,21.76365471,109.7624435,86.90164948,95.75414276,66.40289307,29,2.257682323,4200,,,1.989036441,18.29999924,63.2529335,42.07286453,78.1740036,80.29699707,76.20899963,97.24697113,96.13607025,98.35260773,99.23139954,-40000,95.19960022,85.90426636,,2880703,18.02687454,69.43642426,12.53670406,105.1351471,42.56600189,57.43399811,0.200000003,2.900000095,3,2.900000095,104,10408,59.01100159,7.300000191,51.70000076,,,18.51578903,7.755412102,71.80101776,17.13899994,17.07999992,17.03700066,41.2120018,40.14400101,39.59799957,20.70000076,,67.80000305,98,4.606650829,,,,,,,,,,,,,,,,,,,,,,,,,
12,Algeria,DZA,615,12,QoGBasCSJan19,4.3592696,0.339399993,0.442661911,0.0091285,1,6,56.668999,143,749.5800171,2,,,,,5,5,,3,7,7,5,4.800000191,5,7,7,5,6,4,5.428571224,7,3,4.5,4.5,4,4.25,3,5,5,4,7,4,6,0.233999997,2,2,1,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,3,1,0,0.41131705,3,17.35,27.810001,0,1,1,,0,0.75999761,5,6.2199998,31.261728,53.182339,81.209198,47.076115,2.4487553,100,81.70999908,76.26999664,88.76999664,67.66000366,72.38999939,71.94000244,59.47000122,43.59999847,82.48999786,100,82.48999786,63.04000092,,,,,,,,,,5.099999905,78.30000305,5.400000095,6.800000191,5.5,6.5,7.699999809,7.800000191,6.300000191,5,5,4,7,3,4.25,7,6,5,3,,,62,3,4.008431911,4.849999905,0.119999997,0.239999995,,0.370000005,0.280000001,0.389999986,0.389999986,0.50999999,0.310000002,0.25,0.170000002,0.400000006,0.5,,,3,3,0.69800001,,,,,0,48.90000153,30,25,50.5,30,6,3,1,4,1,1,1,3,0,1,19,0.44444445,37.09999847,49.40000153,77.26963,38.200001,68.400002,53.299999,70.199997,80.699997,62.599998,75.599998,44.299999,39.099998,48.099998,61.599998,4.638485432,31.60000038,6.900000095,,0.311111093,2,13024,,0,1,1,0,23.27713585,0.752228498,0,51.139999,11,2,3.990384579,44.13265228,2.1862023,38.9343338,,2.4820001,2.4666667,12384945152,51288494080,41.68999863,,,,,,,,,,,,,,,,,,,,36,,,0.74900001,5.389050007,0.623231649,0.265949309,0.282857686,0.774184465,0.174614474,2.550640106,0.134193644,0.359907061,,,,,4.282000065,-0.66287959,-0.50032336,-1.0901598,-0.86852002,99.33670807,98.68768311,99.60533142,2.688424349,52.72491837,0.042273872,3.133045673,2381740,0,883000000,23.89999962,,5.691650391,0.579110026,3.717409849,4.772999763,,0.984759986,,0.322683811,0,98.35751343,0.210761935,0,1.319805861,3.242000103,13.07499981,9.75399971,13.76200008,7.500763893,47.59500122,55.80500031,45.89699936,39.33000183,34.41500092,40.34600067,-177.1243591,166,,,,,,6.274209976,-0.243194401,0.057596222,2.838999987,,,0.821248353,99.97792053,11.58603287,4759.595215,13724.72363,35.66027069,115.7185211,,,36.81850052,,1.359366059,19000,2800,2500,0.611072004,,38.20000076,18.26457214,75.86000061,77.10299683,74.66699982,,,,,-50002,97.50817108,,,39871528,28.65301514,65.47720337,5.869785309,16.74050331,29.15200043,70.84799957,,,,,94182,3490,30.97100067,0.800000012,30.20000076,,,,8.19530201,59.73289871,16.7140007,11.19999981,9.968000412,45.55899811,29.89800072,26.81200027,31.60000038,0.197237268,65.30000305,87,5.340853691,2.7573073,3.0847456,2.257971,2.2980952,2.4784644,2.115016,1.9791231,2.6745822,1.8700508,2.1863637,2.4049733,8.1176996,5.7878227,1,2.9444444,3.8818107,1.9764936,1.8367347,3.4462416,2.1836517,1.8418849,3.7106164,5.9881253,3.8055789,0.17928633
20,Andorra,AND,232,20,QoGBasCSJan19,,0.713945985,0.684785008,0.232568502,1,2,19.996677,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2,1,1,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.492104,66.880737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,12,16,12,10,15,1,15,1,,,13,1,,,,,,,,,,,,,,,,,,,,0.829,3.539283991,3,12,9,,,,,,,0,5,,,,,,,,,,,65.59999847,,82.524269,,,,,,,,,,,,,50,,,0.469999999,2,,,,,,,0,0.134176597,0,,,,,,,,,,,,,19.87000084,,,,,,,,,,,,,,,,,,,,,,,0.85399997,8.561864853,,,,,,,,,,,,,,1.2184889,1.7874973,1.3912883,1.5760034,100,100,100,,,,1.723404288,470,,,8.800000191,,39.34421921,,5.83217001,4.300000191,,1.801149964,2.844140053,86.11669922,,,,,,,,,,,,,,,,,,,3.253679991,10.17951965,22.0757103,24.91345024,5.474810123,,,,,,,34.04255295,,0.470194697,41765.92188,,9.783363342,,,,,,0,,,,59.71364975,,96.91000366,,,,,100,100,100,100,,,,,78014,,,,165.9872284,11.65499973,88.34500122,,,,,,5,,29,38.20000076,,,,49.79875565,,,,,,,,39.29999924,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Angola,AGO,540,24,QoGBasCSJan19,5.6347895,0.786719978,0.787019193,0.627643526,1,8,70.708832,154,656.1099854,0,,,,,3,2,,3,4,6.5,4,4.25,4,6,6,3,4,3,4.071428776,8,3,3,4,5,3,3,2,2,3,3,3,3.5,0.01,2,1,1,1,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1,1,1,0,3,71.849998,71.849998,0,0,1,,0,0.34615606,0,18.67,41.601959,41.751495,50.379738,32.768211,1.5588734,64.86000061,64.04000092,54.95000076,79.66000366,47.75,37.43999863,50.83000183,50.40999985,,0,100,0,4.118000031,,,,,,,,,,5.599999905,90.5,6.300000191,7.5,9.199999809,7.300000191,6.199999809,8.800000191,9.600000381,3,6,3,5,1,2.8333333,3,6,3,3,40,2,71,3,5.143998146,5.400000095,,,,,,,,,,,,,,,,3,3,0.47099999,,,,,0,47.90000153,40,40,43.20000076,15,7,4,1,4,1,1,1,3,0,1,26,0.31944445,76.09999847,,63.979324,22.200001,35.400002,39.700001,46.700001,61.799999,24.799999,87.199997,36,38.900002,45.5,42.799999,3.002124548,36.79999924,,,0.1366667,2,8631,,1,1,1,,0.425228655,0.428364366,44.34624481,53.57,18,-2,,44.89796066,1.4455979,24.2275238,,,,130493752,62904848384,39.88999939,,,,,,,,,,,,,,,,,,,,15,,,0.57200003,6.227712154,0.873797178,0.13313587,0.088516891,0.72345382,0.12654905,1.294875026,0.080937043,0.22083056,,,,,0,-1.3947535,-1.0000916,-0.50089777,-1.081934,42,7,64,1.020541906,97.57620239,2.954634905,3.930376291,1246700,,47000000,42.32099915,,0.551237702,,1.291328311,8.682999611,,,,53.17492676,0,0,53.17492676,0,46.82507324,3.967999935,48.89599991,55.99300003,41.82899857,,8.927000046,1.253999949,16.56900024,42.17699814,42.75299835,41.60300064,-540.9974976,175,,,,,,3.133749723,9.04507637,1.019961119,5.765999794,,,46.4073143,48.27955246,,3729.003662,6227.664551,,,,,8.50481987,,4.849349499,5600,,,0.427004665,,12.39999962,50.07869339,61.24100113,64.09400177,58.42300034,66.03011322,53.4072113,79.97415161,77.43112946,0,,,,27859304,47.08030319,50.61338425,2.306313753,22.34643936,36.55400085,63.44599915,,,,,15555,11869,71.08699799,,,2.5,2.5,12.45711994,1.022728324,70.32683563,7.618999958,7.281000137,6.94299984,16.78800011,16.90500069,17.02599907,36.79999924,,55.29999924,39,3.794837952,,,,,,,,,,,,,,,,,,,,,,,,,
28,Antigua and Barbuda,ATG,58,28,QoGBasCSJan19,,0.164256006,0.1063281,0.683991313,1,3,26.751696,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.855232,56.381268,35.673977,70.613518,4.1844735,90.56999969,85.12999725,88.62000275,93.47000122,85.55999756,86.83999634,64.75,75.62999725,,11.36999989,100,11.36999989,92.26000214,,,,,,,,,,5.5,56.20000076,7,4.599999905,4,2.799999952,5.400000095,5.599999905,4.699999809,9,2,12,14,8,8.5957489,13,2,13,1,,,35,2,,,,,,,,,,,,,,,,,,,,0.77200001,2.021670103,1,1,1,,,,,,,5,10,100,100,,,,,,,,,90.30000305,,77.286636,,,,,,,,,,,,,11.10000038,41.20000076,,,,,,,,,,0,0.001324023,100,77.029999,,,,,,0.090899996,,,,,,20.80999947,,,,,,,,,,,,,,,,,,,,,,,0.77499998,20.57048035,,,,,,,,,,,,,,0.68962735,0.22759423,1.0047245,0.58989429,96.82629395,95.83648682,100,,45.22636414,,9.090909004,440,,,16.36700058,,10.00770569,3.556607962,5.377648354,5.794000149,82.61465454,51.57289124,18.40209007,0,,,,,,,,,,,,,,,,,,107,,,,,,,7.053293705,0.04592596,2.062999964,,,22.27272797,,1.67455411,12771.76758,20154.94727,16.11855698,87.61084747,86.35653687,93.61405182,21.98502922,,10.33303356,1400,,,30.58550644,,70,,76.20700073,78.58999634,73.68099976,,,,,-56,78.57763672,74.38641357,,99923,24.55891037,68.85801697,6.583068848,227.0977325,75,25,,,,,15,56,,,,,,16.54203224,20.01541138,93.24069977,,,,,,,11.10000038,,66.90000153,88,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Azerbaijan,AZE,373,31,QoGBasCSJan19,,0.204671994,0.205391899,0.489894688,1,14,51.042671,97,791.0999756,0,,,,,3,2,,2,4,7,3,3.483333349,6,6,6,3,3,3,5.392857075,5,2,2.75,5,2,3,2,5,5,2,6,4.5,6,1,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,1,,0.054033484,0,,0,1,0,0,,0,0.688164,,,60.069725,59.288193,64.494499,53.300369,2.169585,100,82.48000336,82.54000092,79.26000214,90.56999969,77.79000092,83.68000031,75.87999725,97.94000244,69.16000366,92.37000275,69.16000366,65.23999786,,,,,,,,,,6.599999905,76.30000305,4,8.600000381,5.099999905,7.900000095,6.400000095,8.899999619,5.599999905,1,6,1,3,1,1.1666666,5,7,2,3,57,2,89,3,7.103099346,6.380000114,15,0.25,0.430000007,0.100000001,0.159999996,0.140000001,0.119999997,,0.090000004,0.209999993,0.079999998,0.180000007,0.330000013,0.379999995,0.379999995,3,3,0.704,,,,,0,61,50,55,79.09999847,20,0,1,1,4,0,1,1,2,0,1,51,0.3611111,55.5,71.59999847,71.71312,,,,,,,,,,,,8.411834717,15.60000038,,,,,16045,,,,,,0,0.58365953,0,,20,-7,2.521428585,37.79761887,,9.629778862,4.5238094,3.3203809,3.3571429,3183736832,30553513984,57.88999939,,,,,,,,,,,,,,,,,,,,29,,,0.75800002,6.037250042,0.963003099,0.06184718,0.126856014,0.60411191,0.062638722,0.47691071,0.06507168,0.194370463,,,,,0.345999986,-0.92996246,-0.25728205,-0.72956556,-0.67369372,100,100,100,1.681571364,40.15141678,0.78359586,23.44095993,82663,,340000000,17.20000076,15.89999962,19.75003052,0.745194316,3.931560516,5.699999809,,0.571020007,,7.039857388,0,86.08230591,6.63075161,0,6.509235382,12.34599972,36.35599899,42.06100082,30.97200012,,14.06400013,5.869999886,21.79500008,49.58000183,52.06900024,47.23199844,-310.3847046,57,2.951679945,7.63146019,,55.66632843,12.81608963,5.467691898,7.626336098,6.046945095,1.940000057,2.400000095,12.5,13.78367615,98.36598969,6.199999809,6117.030762,16698.86328,45,106.6014862,23.87578964,,25.48320007,,2.141251802,36000,,564000,2.709061623,6.599999905,77,49.02199936,71.92099762,74.9240036,68.91300201,99.78806305,99.7171402,99.86263275,99.94277954,0,94.14264679,,,9649341,22.91048241,71.35140228,5.738111973,116.7310791,45.2859993,54.7140007,,,,,1278,9710,67.84899902,0.300000012,43.5,,,15.60316277,18.67460251,72.60150909,5.867000103,4.960000038,4.087999821,15.59399986,13.31200027,11.29300022,16.89999962,,64.59999847,89,5.146774769,,,,,,,,,,,,,,,,,,,,,,,,,
32,Argentina,ARG,160,32,QoGBasCSJan19,4.232656,0.254999995,0.061754201,0.223620698,1,3,63.726734,270,501.6199951,0,,,,,10,4,9,8,4,4.5,7,7.550000191,7,5,5,9,8,6,5.75,8,6,8.75,6.5,6,5.75,7,7,7,5,6,5.5,6.5,0.116999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41977078,,2,0,5,1,1,0,3,,0,0,0,1,51.400002,0,0.78919882,3,,27.26252,63.024387,93.095268,68.715363,3.6897283,99.11000061,91.23999786,94.19000244,92.08000183,98.08000183,92.40000153,79.80000305,68.91999817,75.94000244,66.94000244,100,66.94000244,95.22000122,,,,,,,,,,4.300000191,48.40000153,2.700000048,3.799999952,4,2.5,4,5,5.099999905,11,2,11,14,6,8.916666,13,2,10,1,27,1,50,2,3.730787516,4.880000114,0.129999995,0.479999989,0.709999979,0.377585649,0.38670519,0.363767982,0.459360301,0.409999996,0.402097344,0.459550917,0.181592435,0.284483641,0.649999976,0.50999999,0.600000024,2,2,0.787,4.652133942,2,9,25,0,44.09999847,30,30,43.29999924,15,2,2,100,100,0,1,0,3,,3,59,0.47222224,81.09999847,80.80000305,76.597954,,,,,,,,,,,,6.979634762,36.20000076,38.90000153,,0.377777815,2,19316,4925,,,,,0,0.352302402,0,67.639999,32,9,7.825892925,60.7142868,2.9456627,42.98002625,,3.4312778,2.3333333,6006751744,19219369984,25.09000015,,,,,,,,,,,,,,,,,,,,32,,,0.82200003,33.6234436,0.481817901,0.534430981,0.608899593,0.84902215,0.601543307,2.947693825,0.518297076,0.780040383,1,2,30.43463516,3,0.499000013,-0.54704517,-0.07490325,0.01478538,-0.77081209,99.99520874,99.99520874,99.99520874,0.541131318,56.54900742,5.878946304,14.32387257,2736690,,21000000,17.36400032,9.300000191,15.79039574,0.430245847,4.746797562,7.570000172,,26.16019058,26.51713943,28.14006996,2.02956748,49.48226166,26.24157524,4.074755669,15.42319489,3.769999981,0.518000007,0.149000004,0.76700002,5.025250912,23.75099945,8.076999664,34.31000137,75.73000336,91.77600098,64.92199707,13.02936077,117,5.87526989,14.09867954,30.04133987,41.33272171,20.53569984,0.864722848,1.977134585,0.147160023,2.308000088,8,6,9.906858444,88.54251862,5.156685829,10498.59277,19116.9082,23.15305519,109.9262619,74.30605316,107.0750275,85.7100296,42.40000153,6.534191608,36000,,,4.80529213,6.800000191,68.0430603,40.90243912,76.41500092,80.17700195,72.59400177,98.08999634,98.12999725,98.04000092,99.30000305,24002,99.39359283,88.54679108,,43417764,25.19593811,63.87776184,10.92630196,15.86506462,8.496999741,91.50299835,0.300000012,,,,3207,194,25.17200089,17,28.39999962,,,12.33650684,23.20046806,22.48622704,8.234000206,7.151000023,6.401000023,23.1060009,20.07299995,18.19400024,35.79999924,0.230897084,68.19999695,95,6.69713068,2.1229682,2.539607,1.8688473,2.1107044,1.85946,1.8405796,2.0068548,1.969954,1.8211542,2.2494903,2.2132895,8.5034714,6.4664521,0.93333006,3.1991854,2.6334383,2.0595374,1.488683,3.4690154,2.490186,2.4252341,1.8501804,6.5178986,3.9894962,0.19854753
